coll_id	guid
LEAKD	http://www.wikidata.org/entity/Q36538080
LEBEJ	http://www.wikidata.org/entity/Q47120914
LEBRJ1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5be79a60-b007-4fa6-b4ff-637da03e3ca4
LECAT	https://viaf.org/viaf/212061694/
LECHW	http://www.wikidata.org/entity/Q6167484
LEDEC	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/462aab21-9d28-40a1-98e0-7d05beb00bc6
LEEMJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a7b0715d-3d1a-4b5e-be3e-f971e25940d9
LEEUA	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1196
LEIPH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1f58ceb4-0cc9-4aa0-9bb2-9332f58a5384
LEJEJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bda488be-9d6a-4005-ae9f-cf843b9e7e6d
LEJOJ	https://viaf.org/viaf/284547667/
LEMAC	http://viaf.org/viaf/89180666
LEMAH	http://www.wikidata.org/entity/Q62990271
LEMELI	http://www.wikidata.org/entity/Q62990393
LEONA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/699528b4-c95c-4c3b-ba4b-cdb2d92ee8d2
LEONJ1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/26544785-b3e5-4691-a80a-270f74e9bc6c
LEROJ	http://www.wikidata.org/entity/Q62990378
LESCE	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f0acc6f3-1e1a-4699-a2b8-a47015d726bb
LETOR	https://viaf.org/viaf/234433084/
LEWAJ	http://www.wikidata.org/entity/Q21518754
LIBEL	https://viaf.org/viaf/235996849/
LIEBL	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa467f81-522e-41f5-bb68-4299b3cf0675
LIEGP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5d31d661-cb66-4214-b53a-e35d3c7c9e69
LINDBERGG	http://www.wikidata.org/entity/Q5889356
LINDH	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25203
LINDJ1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/af9ca3b7-de7d-4767-b687-319675f88f67
LISOS	https://viaf.org/viaf/117068602/
LITTJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=20012476-2
LMRBN	http://www.wikidata.org/entity/Q62990219
LNGWC	http://www.ipni.org/ipni/idAuthorSearch.do?id=20006377-1
LOCHG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3282947d-3434-4eb2-828b-57f4554d92ab
LOHERA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4e611113-f912-44d6-ae46-fffc6c7e829d
LOUIA	http://www.wikidata.org/entity/Q21338327
LOUIJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c58e5d43-224d-41df-8a43-65ae6aed16c2
LOVED	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=36855
LTG	https://viaf.org/viaf/289608351/
LUCK01	http://www.wikidata.org/entity/Q21338799
LUJAP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3e6fc244-0884-499a-95af-d02787f9b7cd
LUKUM	http://www.wikidata.org/entity/Q62990317
LUSCB	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/878f80d0-203f-4699-b736-f1271556bb6b
LUXEF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/49ffb5ca-247f-49b4-8ece-a1f0f36c588f
LYNEH	http://www.wikidata.org/entity/Q5927459
M001	https://viaf.org/viaf/203086645/
M002	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/be966ed9-2b08-4f25-91b5-46a51843c315
M005	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3698ecd9-0e49-436c-93da-07ca71abb320
M008	http://www.wikidata.org/entity/Q62990429
M009	http://www.wikidata.org/entity/Q21516344
M011	http://www.wikidata.org/entity/Q1143078
M014	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/17dd6ec2-a89f-4a09-b29e-359acfe79af1
M021	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=78794
M025	https://www.ipni.org/ipni/idAuthorSearch.do?id=23363-1
M027	https://viaf.org/viaf/306145601907901321082/
M033	http://www.wikidata.org/entity/Q62990521
M041	https://viaf.org/viaf/6146217789309142247/
M042	https://www.ipni.org/ipni/idAuthorSearch.do?id=23078-1
M049	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4975e997-0c97-4f56-ad3b-3ac8c43f32a0
M051	https://www.ipni.org/ipni/idAuthorSearch.do?id=23167-1
M055	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=74807
M058	https://viaf.org/viaf/5689012/
M059	https://viaf.org/viaf/201270636/
M060	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/76843b42-e1ad-4291-97d7-aa62d394bf83
M080	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3da603b9-128e-4117-bf3d-345e7f2850bd
M083	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=34194
M098	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=83340
M099	https://viaf.org/viaf/97146998427418940016/
M101	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c8db75e5-ded8-4ea7-8fef-d61fedb6f1f8
M103	https://viaf.org/viaf/81911462/
M107	https://www.ipni.org/ipni/idAuthorSearch.do?id=23511-1
M108	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4d400225-5e6b-4014-b58f-03f04e49c0be
M109	http://www.wikidata.org/entity/Q47121725
M123	http://viaf.org/viaf/86358602
M126	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0d38e94a-3228-46bc-bf1b-0584801a1721
M144	https://www.ipni.org/ipni/idAuthorSearch.do?id=6629-1
M147	https://viaf.org/viaf/305176006/
M155	https://viaf.org/viaf/19760411/
M160	http://isni.org/isni/0000000121407051
M190	http://www.wikidata.org/entity/Q36594377
M205	https://viaf.org/viaf/310508982/
M235	https://viaf.org/viaf/40137409/
M244	http://www.wikidata.org/entity/Q1467465
M260	http://www.wikidata.org/entity/Q36631081
M510	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/897dc2b2-f5fd-4ed3-9902-c6a281a715a7
M511	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8bfad9c2-6282-414e-ac2a-04d7cd4af41f
M652	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ba82f9a2-d8c5-498d-977a-0472ffba8a24
M785	http://www.wikidata.org/entity/Q21393182
M858	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6dcb63ab-c25f-4dda-8261-979a69bf7237
M879	http://www.ipni.org/ipni/idAuthorSearch.do?id=23615-1
M998	https://www.ipni.org/ipni/idAuthorSearch.do?id=23719-1
MACGW	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11554
MAGOF	http://www.wikidata.org/entity/Q62990481
MAHIJ	http://www.wikidata.org/entity/Q62990279
MAKIJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=22792-1
MAKIT	http://www.wikidata.org/entity/Q729955
MALAF	https://viaf.org/viaf/93373390/
MALCL	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/723dec62-f505-4928-9836-b3fdb96e772e
MALCS	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1d5a0e23-9f82-4f07-b588-d11453e0ff95
MALIA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ef157214-bea9-4a68-9a4c-b2af178ba32a
MAMO	http://www.wikidata.org/entity/Q62990384
MANDG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/66cb45cb-136f-45fd-bb19-fa48023a11a0
MANDM	http://www.wikidata.org/entity/Q62990301
MANG1	http://www.wikidata.org/entity/Q10288957
MARLM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/627c0446-0b8d-4843-a51f-7f95677a9d15
MARTA1	https://viaf.org/viaf/7303148390848110830008/
MARTU	http://isni.org/isni/0000000110689794
MASEB	http://www.wikidata.org/entity/Q62990369
MASUMBC	http://www.wikidata.org/entity/Q62990394
MATAF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ab3a2408-9caa-41cf-be88-fdc41ef02307
MATHA	https://www.ipni.org/ipni/idAuthorSearch.do?id=6216-1
MATHG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9b073fcf-75d7-4c6c-bb27-2b896370cc4a
MATOW	https://species.wikimedia.org/wiki/William_George_Maton
MATUE	http://www.wikidata.org/entity/Q249152
MATZA	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=78023
MBMLN	http://www.wikidata.org/entity/Q62990390
MCPHG1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa369a39-e6b9-4f18-9f9d-74422e8d2ab6
MDXEM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1e3d1d16-6479-4595-83db-ad64bb79829b
MEADSB	https://www.biodiversitylibrary.org/creator/125613
MEARE	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8ad8f437-e50e-485c-b0cc-bd9eaad0e818
MEDW	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/08c0ab04-d52f-4252-af65-7886ad9cfb0c
MEEBA	http://www.wikidata.org/entity/Q96682
MEIKR	http://www.wikidata.org/entity/Q1309063
MENDF	https://viaf.org/viaf/54442533/
MERXH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2c23885a-b1f2-4e9a-b818-70a3f5771482
MEXIY	https://viaf.org/viaf/68533514
MEYEF	https://species.wikimedia.org/wiki/Franz_Julius_Ferdinand_Meyen
MEYEH	http://www.wikidata.org/entity/Q70875
MEYET	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/71faa3e1-a5cd-448b-b690-0a8c6a4f76b4
MICHA1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bdb0d4f8-14c8-4e9e-b41c-c4a1f7d1c3f9
MICHG	http://www.wikidata.org/entity/Q6836253
MICHM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ebbadab8-2680-4583-ab26-999690f9e5a9
MILDG	https://viaf.org/viaf/71791091/
MILLO	https://species.wikimedia.org/wiki/Oliphant_Bell_Miller
MILLOTJ	http://www.wikidata.org/entity/Q3159573
MISSE	https://www.biodiversitylibrary.org/creator/234323
MKVV	https://species.wikimedia.org/wiki/Margarita_Lazarova_Markova
MLL002	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ed097bf9-e857-4fee-b4e9-3381c39cd236
MLLCJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/94325348-d686-4829-a0b3-dba7f6be91ad
MLVRN	https://species.wikimedia.org/wiki/Ronald_Melville
MNDEJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5bb252aa-3382-59b5-26ff-368fd8f3aeee
MNVF1	http://www.wikidata.org/entity/Q62990360
MOGGA	http://www.wikidata.org/entity/Q21521603
MOLLA	https://viaf.org/viaf/13088443/
MOLLE	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3046de0e-53ea-4402-880f-9ac05ac66f74
MOMM	http://www.wikidata.org/entity/Q36595396
MONTH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/dbfafdc3-91f3-4f02-af34-d353516a3608
MOONH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/685ced33-4589-49f2-9bc4-fd445987f333
MORIJ1	http://www.wikidata.org/entity/Q101052
MORRA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bd8dfa7b-0b40-42b0-84fe-254e3a9d4953
MORTG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/15b4bde4-502d-42c3-a6a3-30fad898cbaa
MORTM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/492f10db-c0fa-415d-be64-196e20293231
MOSA1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1d15a1d3-21bf-4256-b334-f31cf2f7aae3
MOSEC	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/af36b2f1-ed59-42ad-af9d-fb63b92a29ed
MOUA	http://www.wikidata.org/entity/Q62990456
MOULN	https://viaf.org/viaf/203310847/
MOUN1	http://www.wikidata.org/entity/Q62990450
MOUT	https://viaf.org/viaf/112176827/
MRHEW	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c5d6581b-c53e-4b3c-9281-d896cdf31473
MRNNJ	http://www.wikidata.org/entity/Q36595555
MROU	http://www.wikidata.org/entity/Q62990399
MRTGR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1d365815-67fd-46ee-9406-29d192345fd2
MTNSM	http://www.wikidata.org/entity/Q36679853
MUELF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/752047d7-e7bd-7701-9978-362a47f454b5
MULLJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=38709-1
MULLW	https://viaf.org/viaf/248873295/
MWANO	http://www.wikidata.org/entity/Q62990275
MXIAN	http://www.wikidata.org/entity/Q18987044
N004	https://viaf.org/viaf/267875519/
N005	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35804
N007	http://www.wikidata.org/entity/Q1612245
N009	http://www.wikidata.org/entity/Q62990351
N010	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11255
N011	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/861a57cc-29df-40ad-a2ed-86ad442a825f
N018	http://www.wikidata.org/entity/Q6004541
N031	https://www.ipni.org/ipni/idAuthorSearch.do?id=6853-1
N037	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bc1951b1-8d47-41d8-8069-52f86181365a
N764	https://www.ipni.org/ipni/idAuthorSearch.do?id=33678-1
N951	http://www.wikidata.org/entity/Q62990190
N990	http://www.wikidata.org/entity/Q21339575
N998	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f53decce-7be7-4571-803b-32fbea0ed955
N999	http://www.wikidata.org/entity/Q21340587
NAPIE	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12680
NAPPD	https://viaf.org/viaf/16691837/
NAUMF	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=40898
NDABP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5ebf4a5b-7d7e-4ef6-9da6-bbe07111c94f
NDJEM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/472c1023-b65c-49c6-bdba-8f9953cd509b
NELIL	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ca530c9c-046f-44c1-9739-fa2245902d70
NETTL	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/484fe949-3bf5-4bb0-809c-d36ca25b0d2d
NEWDC	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ec4ac37f-337e-4763-a6fd-9f3dac1852a2
NGEZJ	https://orcid.org/0000-0002-8891-1137
NGMKC	http://www.wikidata.org/entity/Q62990444
NGOUS	http://www.wikidata.org/entity/Q62990417
NINCA	http://www.wikidata.org/entity/Q21522181
NIVEJ	http://www.wikidata.org/entity/Q21516464
NKFI1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/20c2688c-ee3f-4312-b110-98b85aab8669
NKONB	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5dffc30a-8484-4bbc-a7fe-d8094f9a0f71
NKUNG	http://www.wikidata.org/entity/Q62990372
NNNAC	http://www.wikidata.org/entity/Q62990328
NOIRA	https://viaf.org/viaf/161154381059530292139/
NOWAK	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ebab46a8-5e4b-4b56-bb23-4e98af87c320
NRKAH	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26887
NSIM1	http://www.wikidata.org/entity/Q62990365
NSOL1	http://www.wikidata.org/entity/Q62990381
NTAKJ	http://www.wikidata.org/entity/Q62990303
NTHIII	http://www.wikidata.org/entity/Q21387758
NTHWD	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e434690e-c98e-407f-a971-58ee1ea5870c
NTJBS	http://www.wikidata.org/entity/Q21510518
NTRSL	https://viaf.org/viaf/195114039/
NUYTC	http://www.wikidata.org/entity/Q62990438
NVSRMD	http://www.wikidata.org/entity/Q21522102
NWDPJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62848
NWTWL	http://www.wikidata.org/entity/Q47123600
NYDEM	http://www.wikidata.org/entity/Q21522284
NYNFR	http://www.ipni.org/ipni/idAuthorSearch.do?id=20019881-1
O006	https://www.ipni.org/ipni/idAuthorSearch.do?id=24320-1
O016	https://www.ipni.org/ipni/idAuthorSearch.do?id=24423-1
O017	https://viaf.org/viaf/67247802/
O018	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9552
O023	https://viaf.org/viaf/726146998608518942756/
O552	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a7309921-6cfd-4efb-a065-8e89179ad13f
OLDHR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5258b087-1e9a-4766-b1c0-6b05ef69638e
ONOCG	http://www.ipni.org/ipni/idAuthorSearch.do?id=7149-1
ONRAM	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=19076
OSMAH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/595f1db3-b656-4a0a-b568-3e667e1cd424
OVERF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/10906a13-33bc-4ae2-a3f2-caed4660a17f
P001	https://www.ipni.org/ipni/idAuthorSearch.do?id=24561-1
P005	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d5420a37-7c17-4db5-b953-fd278cb79ccc
P006	https://viaf.org/viaf/25106426/
P007	http://www.wikidata.org/entity/Q6686606
P013	https://www.ipni.org/ipni/idAuthorSearch.do?id=24521-1
P018	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/35aaae46-49d3-405c-859d-f93e74b56d08
P025	https://www.ipni.org/ipni/idAuthorSearch.do?id=24609-1
P026	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=71300
P027	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62833
P041	https://species.wikimedia.org/wiki/Roland_Port%C3%A8res
P048	http://www.wikidata.org/entity/Q21340361
P050	https://www.ipni.org/ipni/idAuthorSearch.do?id=24811-1
P051	http://www.wikidata.org/entity/Q62990228
P055	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2a388804-8666-484e-b425-b30ef0ff2b8b
P066	https://viaf.org/viaf/291084766/
P068	http://www.wikidata.org/entity/Q21522730
P077	http://sdei.senckenberg.de/biographies/information.php?id=11445
P081	http://www.ipni.org/ipni/idAuthorSearch.do?id=25038-1
P086	https://www.ipni.org/ipni/idAuthorSearch.do?id=7325-1
P110	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/64c7aa5f-9be1-4b98-87c7-9277c359cc8d
P120	http://www.wikidata.org/entity/Q47124629
P133	https://species.wikimedia.org/wiki/Mary_Agard_Pocock
P953	http://www.wikidata.org/entity/Q5076245
P999	https://www.ipni.org/ipni/idAuthorSearch.do?id=8012-1
PANIG	https://www.ipni.org/ipni/idAuthorSearch.do?id=7306-1
PAPPA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b3a6afc9-29a5-486a-aa8b-a51db7ff90c0
PARAY	https://www.ipni.org/ipni/idAuthorSearch.do?id=7328-1
PARK1	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14338
PAUWL	https://viaf.org/viaf/177192477/
PAWEJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8b196701-5b5f-425d-9dcc-39c4fb4adae9
PDB	https://viaf.org/viaf/7722257/
PDLBJ	http://www.wikidata.org/entity/Q2564623
PECHM	http://www.wikidata.org/entity/Q111780
PECKT	https://viaf.org/viaf/839146998523018942216/
PEDET	https://species.wikimedia.org/wiki/Troels_Myndel_Pedersen
PEDIN1	https://viaf.org/viaf/301017246
PEEVD	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a9f02c94-5929-4213-a990-21cd39b448a9
PEGLA	http://www.wikidata.org/entity/Q4726052
PERED	http://www.wikidata.org/entity/Q21522806
PETIJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/27da25e3-67c2-4beb-b0ee-51fda6d8b5d1
PGGRY	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f683392c-129c-432a-b5d3-2b8d733397e2
PHILD	http://www.wikidata.org/entity/Q5800265
PHILP	https://orcid.org/0000-0001-8390-0079
PHIPJ	http://www.wikidata.org/entity/Q5925683
PICAL	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18197
PICHR	https://viaf.org/viaf/1058145856877122920223/
PIEDL	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c2ef8214-99df-4919-a9aa-3cce7a55cda7
PIENB	http://www.ipni.org/ipni/idAuthorSearch.do?id=35597-1
PIERJ	http://www.wikidata.org/entity/Q21522999
PIERR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a473e43b-f995-4a7f-81ea-01f14e4a9fe0
PILLN	https://www.ipni.org/ipni/idAuthorSearch.do?id=7703-1
PITOA	https://www.ipni.org/ipni/idAuthorSearch.do?id=34008-1
PITTH	https://viaf.org/viaf/167146998529818942114/
PITTR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2234e606-afe2-4dc5-b79d-3e31a6a40ec7
PLANJ1	http://www.wikidata.org/entity/Q21523045
PLLRDG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ca6306d3-d711-4972-a57f-8f7f321c1188
PLOWD	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5f67fc3c-ec31-4ece-8c82-d818c3e21344
PLZGE	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33538
POBEC	http://www.wikidata.org/entity/Q8343509
POCST	https://viaf.org/viaf/75311014/
POELL	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b751f31f-f309-441b-afba-5e837d06e5d6
POHLJ	https://viaf.org/viaf/5359696/
POOSB	http://www.wikidata.org/entity/Q47115928
POTTR	https://www.ipni.org/ipni/idAuthorSearch.do?id=14122-1
PPPEF	https://viaf.org/viaf/168146998502618941831/
PREIJ	http://www.wikidata.org/entity/Q6699308
PROCJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c499b8d8-da37-41e0-aabc-c6f7b68ff01a
PTQFJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cb48695f-9213-474d-a859-55ca43019c43
PTRAG	http://www.wikidata.org/entity/Q62990330
PTTBG	https://species.wikimedia.org/wiki/B%C3%B6rge_Pettersson
PUFFC	http://www.wikidata.org/entity/Q88721
PUISP	http://www.wikidata.org/entity/Q6075493
PUNT001	http://www.wikidata.org/entity/Q21340017
PURSJ	http://isni.org/isni/0000000080868766
PUTNP	https://viaf.org/viaf/315531707/
PYNAL	https://viaf.org/viaf/208187749/
QUARP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9933c9eb-e21c-4bf8-845e-379eac6a1e4f
QUINF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7fa164df-28b8-425c-b17c-ed5c10c308cf
R001	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a30954f9-b901-474c-aed7-f73107d9c14a
R003	http://www.wikidata.org/entity/Q21606940
R007	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=47693
R008	http://viaf.org/viaf/191969596
R013	http://www.wikidata.org/entity/Q62990341
R017	http://www.wikidata.org/entity/Q5756196
R018	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e3f51b71-462d-400d-81f1-00b7270f26a2
R019	https://www.ipni.org/ipni/idAuthorSearch.do?id=25348-1
R025	https://www.ipni.org/ipni/idAuthorSearch.do?id=25386-1
R027	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/baf1bda0-0854-49b6-87b8-4d17b5724103
R028	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/89094cb2-8e76-4502-9f63-33cda1105764
R029	https://viaf.org/viaf/172116129/
R037	https://viaf.org/viaf/912154381067430292695/
R043	https://viaf.org/viaf/279939890/
R044	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/66a87ae7-0f74-4de4-a273-1e9348769643
R057	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2355
R067	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/835b41b4-d269-40a0-826f-12862f598ab0
R069	http://www.wikidata.org/entity/Q5889380
R075	http://www.wikidata.org/entity/Q86481
R102	http://viaf.org/viaf/86125194
R112	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=15707
R205	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26248
R210	http://viaf.org/viaf/40184599
R212	http://www.wikidata.org/entity/Q5704393
R789	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3299
R885	http://viaf.org/viaf/144997429
R954	https://orcid.org/0000-0002-8426-2133
R999	http://www.wikidata.org/entity/Q10358987
RA10	http://www.wikidata.org/entity/Q21505484
RABEF	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=44544
RADRO	http://www.wikidata.org/entity/Q21606820
RAINB	http://www.wikidata.org/entity/Q21606854
RAKON	http://www.ipni.org/ipni/idAuthorSearch.do?id=20021275-1
RALIH	http://www.wikidata.org/entity/Q33690189
RAMBB	http://www.wikidata.org/entity/Q9644491
RANDR	http://www.wikidata.org/entity/Q55455995
RAYNJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/643da772-fa77-4f10-9b83-60c5f28902ec
RCHJM	http://www.wikidata.org/entity/Q3173518
RDRN	http://www.wikidata.org/entity/Q5704396
RDRV	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/191df510-2a4a-4533-812b-995cf12d9564
REEKM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6578fc2e-a748-4c5d-bf66-185be8b454b0
REGNA	https://viaf.org/viaf/35207175/
REHMA	https://viaf.org/viaf/8138201/
REICL	http://sdei.senckenberg.de/biographies/information.php?id=30314
REIJW	http://www.wikidata.org/entity/Q36703625
REINP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7a96c35e-6e70-4950-b61a-8b9f4337e3aa
RENIM	https://viaf.org/viaf/311839657/
RENVS	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cecb8e81-aee3-47e8-a663-602e572e8c8a
RETIE	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=20830
REVEJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9059
REVOJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=8322-1
REYGF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ce99cd1f-ee6d-42ed-abc7-59ea8915f1c0
REYNG	http://isni.org/isni/0000000081974384
REYNM	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/58479966-dd0f-4f59-8685-e0b2fad9a0e1
RHLNC	https://www.ipni.org/ipni/idAuthorSearch.do?id=13615-1
RICHA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2813ebf8-959e-4837-b3af-60b02acaf850
RICHH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0cf6b16a-1b75-4b3b-9b37-d41a144ca72c
RICHL1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0e41b014-c8fe-46dd-9c5d-ce2151aceec9
RICHM	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9626
RICHP	https://viaf.org/viaf/14921189/
RIEDL	http://www.wikidata.org/entity/Q2529631
